-20.095,78.015,117.752,0
-21.502,58.5,62.095,0
-37.379,77.465,94.798,0
-31.01,79.07,125.426,0
-40.228,72.995,81.133,0
45.011,4.755,49.0696,1
50.693,8.655,50.0001,1
32.758,-6.425,-2.6759,1
57.087,2.93,44.1903,1
28.199,9.36,-18.4427,1
45.184,-4.245,-13.5212,1
33.105,11.58,-16.7035,1
43.169,9.865,12.1036,1
42.85,4.67,23.5947,1
46.1,-2.975,-2.2324,1
42.104,1.825,49.4962,1
36.662,12.245,-5.9391,1
24.473,20.035,59.0214,1
25.663,1.97,58.9485,1
40.184,7.56,30.6711,1
36.507,6.03,13.4146,1
30.659,5.265,-9.3973,1
39.702,9.645,10.1009,1
42.311,-1.515,30.7115,1
29.474,15.59,39.0211,1
26.053,0.51,23.8532,1
36.351,12.85,-5.1595,1
33.076,16.005,13.5857,1
15.653,11.935,1.1657,1
15.21,19.66,46.0523,1
16.095,18.31,36.4152,1
23.294,13.895,31.4734,1
21.133,6.115,56.8138,1
30.646,17.175,42.165,1
26.249,5.32,4.8177,1
25.323,19.5,-10.8915,1
16.843,6.555,16.8297,1
16.638,13.37,31.4345,1
29.499,21.375,43.2299,1
24.061,28.04,-14.0424,1
11.276,21.505,24.0572,1
14.132,24.95,46.2216,1
17.186,19.245,2.2668,1
12.677,13.45,24.1707,1
8.392,24.535,-19.2995,1
26.287,24.44,37.8374,1
22.289,25.34,-7.7402,1
21.62,17.92,50.7808,1
24.87,31.375,-15.7799,1
3.232,17.715,37.6447,1
7.411,28.795,31.6851,1
23.233,10.165,-1.5515,1
13.381,30.715,45.9183,1
22.448,23.995,-16.6952,1
5.769,26.48,-14.8257,1
1.519,34.375,21.422,1
-0.121,23.4,28.0681,1
12.257,27.43,8.042,1
1.178,22.945,12.8501,1
13.555,37.15,46.4564,1
0.716,21.895,29.0959,1
12.025,35.49,50.1369,1
13.619,37.675,-14.485,1
2.942,36.115,0.653,1
-6.842,21.555,37.6712,1
-4.636,28.87,-2.6418,1
-2.511,28.04,-16.0865,1
13.181,29.36,-6.8161,1
-10.483,36.985,21.1676,1
-4.362,20.78,-2.3241,1
-9.265,36.77,46.9044,1
1.835,23.175,48.8608,1
-2.553,35.925,-7.8319,1
3.922,39.215,-11.99,1
-10.61,26.82,31.8183,1
-14.388,41.165,26.7153,1
-14.87,42.25,55.1087,1
0.959,34.73,10.7596,1
-5.433,27.67,25.55,1
-22.994,34.18,-6.7751,1
-7.72,37.665,44.451,1
-7.355,50.05,50.8191,1
-16.703,38.19,8.0931,1
-4.61,40.41,13.8662,1
2.817,39.275,7.6214,1
-18.058,41.74,2.5524,1
-15.802,44.785,34.0171,1
-16.008,48.34,-9.1679,1
-10.652,50.825,8.5311,1
-11.842,30.875,-0.2782,1
-16.8,34.75,27.6331,1
-17.346,57.585,26.1641,1
-26.271,33.855,33.9141,1
-6.487,34.315,30.0905,1
-28.951,36.83,3.1113,1
-24.09,53.755,0.49,1
-24.306,54.26,-18.8002,1
-22.141,41.175,-19.1248,1
-28.902,41.815,45.1322,1
-22.461,49.57,57.3021,1
-27.502,47.775,-7.3685,1
-13.291,58.205,48.368,1
-15.657,53.095,41.9584,1
-15.837,61.495,54.3429,1
-37.872,38.93,-7.9808,1

